round,best_para,time,best_fitness
0,"[133.3468695421689, 42.549522157954186, 4.150429764556554, 163.6769676376662, 6.442476373970877, 6.491268148911241, 0.0029244741385937066, 0.8817492597833806, 8.067877138079893]",14.893195637777778,0.057012997567653656
