round,best_para,time,best_fitness
0,"[28.42700702182181, 35.27777588138108, 1.815192989909138, 134.92128586679584, 6.9968236501954175, 1.858373297526346, 0.002885212358896965, 0.9311520489417836, 3.787624248581194]",13.915273414722222,0.0484355092048645
