round,best_para,time,best_fitness
0,"[97.71367349989937, 46.46861698557123, 1.842825201373226, 131.29372124296577, 6.122738428145256, 12.690256024046512, 0.0019222621517515856, 0.8518846655251098, 6.9923673192410645]",11.537021557222223,0.052003372460603714
