round,best_para,time,best_fitness
0,"[116.00515550945141, 44.33210759142165, 1.4315131067970948, 254.65284760176354, 5.43382452000145, 15.182377194286722, 0.005284230085698293, 0.9679113632996124, 1.969496466523268]",10.172853792777778,0.04653564840555191
