round,best_para,time,best_fitness
0,"[166.18340654658545, 40.83315221157856, 4.954786585732911, 72.29694356967155, 1.8146676097270953, 1.9926657275469501, 0.002545063888416355, 0.6892357194563964, 9.992339192566272]",12.218921305555556,0.041591305285692215
