round,best_para,time,best_fitness
0,"[52.06030684750381, 38.02120993496571, 5.562973353027959, 328.4216656238993, 2.9760593688013937, 10.109558752667537, 0.0004046886521190746, 0.3532235818696552, 7.274571795381346]",15.470616534166666,0.0403529554605484
