round,best_para,time,best_fitness
0,"[393.160836117564, 43.51103741514712, 2.1544922025149473, 62.470859851953364, 7.206041739621503, 4.236419695169909, 0.003213362089089021, 0.6775238867818877, 7.9282656286508395]",13.76938178888889,0.044220514595508575
